Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Employment_Years,Existing_Loans,Dependents,Savings,Property_Value,Self_Employed,Education,Marital_Status,Loan_Status
45,123293,735,75155,12,20,1,4,95602,547331,No,Graduate,Single,Approved
23,40310,380,331381,48,23,2,2,267436,396076,No,High School,Married,Rejected
35,38328,787,113223,72,18,0,0,176103,1841,No,Graduate,Married,Rejected
49,61397,481,393024,72,29,1,5,249270,67087,Yes,Graduate,Married,Rejected
49,58159,657,314087,60,11,0,5,47454,412152,No,Graduate,Married,Rejected
30,140087,554,439561,48,25,4,2,91052,633399,No,Postgraduate,Single,Rejected
52,118526,465,244888,84,12,2,2,221408,779262,No,Graduate,Single,Rejected
43,70762,764,66363,84,0,2,5,97822,768173,No,Graduate,Married,Approved
59,93366,555,59091,12,12,5,0,135929,159441,No,High School,Married,Rejected
29,79304,722,146638,72,28,5,1,248799,559515,Yes,High School,Married,Rejected
57,68998,497,431497,72,3,5,3,186958,480900,No,Graduate,Single,Rejected
60,139292,512,62370,24,18,3,0,17834,344135,Yes,High School,Single,Rejected
34,84853,824,215841,72,28,1,3,262228,545527,No,Postgraduate,Single,Approved
24,122304,351,431648,60,29,2,3,138492,187557,No,Graduate,Single,Rejected
40,39048,564,105491,72,12,5,2,3289,707178,No,High School,Married,Rejected
48,70217,624,181016,60,15,3,0,272654,528508,No,Graduate,Married,Rejected
34,66255,306,27208,12,30,2,0,45753,62897,No,Graduate,Married,Rejected
64,107284,343,437222,48,30,4,1,279856,182122,No,High School,Married,Rejected
54,78620,471,289839,48,7,1,3,129280,340048,Yes,High School,Married,Rejected
33,90929,401,448908,72,26,1,1,137527,924178,Yes,Graduate,Married,Rejected
51,141790,595,342627,36,7,5,4,83032,794728,Yes,Graduate,Married,Rejected
53,43885,504,344995,24,23,0,3,34041,548287,No,High School,Married,Rejected
59,86139,790,197248,36,18,5,1,221983,296552,No,High School,Single,Rejected
48,139818,617,253391,48,23,3,1,203224,150752,No,High School,Married,Rejected
45,91831,470,44925,36,21,4,3,256548,935765,No,Graduate,Married,Rejected
52,61148,517,13499,48,7,0,5,181457,92057,No,Graduate,Married,Rejected
29,27103,800,49429,60,28,4,5,228209,752910,No,Postgraduate,Married,Rejected
48,45251,492,99341,84,8,0,1,133148,974908,No,Graduate,Married,Rejected
51,135325,632,48793,84,16,0,4,267418,870944,No,Postgraduate,Single,Approved
37,34546,452,278700,12,0,1,0,217348,292414,No,Graduate,Married,Rejected
43,144876,322,367441,72,11,4,4,75835,82825,No,Postgraduate,Married,Rejected
33,35456,515,267847,36,19,3,3,6080,676047,No,High School,Married,Rejected
30,38228,342,470390,72,0,3,2,80000,363816,No,Graduate,Married,Rejected
36,100210,660,398570,60,24,0,5,246269,474870,No,Graduate,Single,Rejected
26,20046,713,169386,84,8,0,5,115104,364670,No,Postgraduate,Single,Rejected
31,86355,717,151045,60,26,4,3,17715,230512,Yes,Graduate,Married,Rejected
23,56575,615,75672,12,22,1,5,57701,779144,No,Graduate,Married,Rejected
48,104942,729,463861,12,17,1,5,25379,165661,No,High School,Single,Rejected
61,21080,798,186722,84,19,4,0,52220,657870,Yes,Graduate,Single,Rejected
35,88682,648,199569,60,30,4,4,127909,807717,No,High School,Married,Rejected
33,135965,374,62906,72,27,1,5,92703,30549,No,Postgraduate,Married,Rejected
62,97462,532,495320,60,19,0,1,168590,510018,No,Graduate,Single,Rejected
65,35930,337,63931,36,9,1,1,164879,247377,No,Postgraduate,Single,Rejected
37,133476,561,192116,36,20,2,2,197049,833237,No,Postgraduate,Married,Rejected
27,100823,745,69831,84,11,2,4,164712,402872,No,Postgraduate,Married,Approved
48,59509,511,331944,24,4,4,1,133337,435103,No,Postgraduate,Married,Rejected
58,120521,757,19944,84,23,2,3,107026,284919,No,Graduate,Married,Approved
33,139953,581,373400,24,18,3,1,2348,209988,No,Postgraduate,Married,Rejected
37,88422,505,496985,60,6,2,5,59423,498735,No,High School,Married,Rejected
35,98880,304,51459,24,16,5,0,284211,323648,No,Postgraduate,Married,Rejected
56,107554,542,300088,60,0,1,4,217559,262199,No,Graduate,Married,Rejected
48,61755,447,51443,12,18,2,1,121162,689839,No,High School,Married,Rejected
35,72480,622,256621,12,16,0,1,248635,311067,No,High School,Single,Rejected
31,27293,686,32774,36,26,4,0,99343,450164,No,High School,Married,Rejected
51,88542,692,354446,72,0,0,5,53919,238725,Yes,Graduate,Single,Rejected
24,80528,549,312184,48,15,2,1,140335,260054,Yes,High School,Married,Rejected
55,125262,727,116577,84,18,0,2,222393,997846,Yes,Postgraduate,Married,Approved
54,44356,668,253687,84,26,3,5,10511,651694,No,Graduate,Single,Rejected
47,128885,746,403272,72,8,0,4,171356,303040,No,Graduate,Married,Rejected
30,56911,321,456454,60,20,3,1,153424,810933,No,Graduate,Married,Rejected
50,34699,849,69957,72,27,1,3,77878,285582,No,Graduate,Married,Rejected
65,48434,838,252242,36,3,5,1,118511,848944,No,High School,Married,Rejected
40,74669,581,76945,24,6,0,5,238051,756796,No,Graduate,Married,Rejected
49,37602,578,149670,60,1,2,2,288299,6093,Yes,Graduate,Married,Rejected
49,60786,419,246688,36,21,1,5,61395,811579,No,Postgraduate,Single,Rejected
43,29952,552,358464,24,13,4,5,223814,496495,Yes,High School,Single,Rejected
41,61684,776,21810,60,25,4,3,191920,900844,No,Graduate,Married,Approved
63,136032,364,399743,36,0,2,5,146534,435161,No,Postgraduate,Married,Rejected
30,50489,602,141322,48,3,5,2,83104,821328,No,Graduate,Married,Rejected
61,52905,616,151230,36,21,3,0,14774,544723,No,High School,Single,Rejected
32,73602,473,100535,60,25,0,3,141215,492709,No,High School,Single,Rejected
50,66924,714,207560,24,19,4,3,293158,583716,No,High School,Married,Rejected
53,33381,559,89714,60,22,0,2,208512,312297,No,High School,Single,Rejected
38,139594,584,360440,84,18,5,2,298659,451654,Yes,Graduate,Single,Rejected
34,99429,372,424698,60,12,5,0,272807,6171,No,High School,Married,Rejected
42,48130,378,196035,36,2,1,3,53185,503006,No,Graduate,Married,Rejected
41,50415,343,32149,60,9,0,5,83826,483683,No,High School,Married,Rejected
21,69128,302,250846,72,7,4,3,184467,517506,No,Graduate,Married,Rejected
63,104679,742,57719,12,17,3,5,180156,574241,No,Graduate,Married,Approved
35,118362,378,223960,84,16,5,5,252183,557892,Yes,Graduate,Married,Rejected
56,135458,676,364437,48,4,4,3,200661,452573,No,Graduate,Single,Rejected
42,20388,438,135900,24,29,2,3,137606,172103,No,Graduate,Married,Rejected
52,97652,306,495156,48,30,4,0,240636,580276,No,Graduate,Single,Rejected
53,39806,812,126345,84,6,0,1,154051,924614,No,High School,Married,Rejected
61,84333,376,276091,72,28,0,3,20966,787405,No,Graduate,Married,Rejected
59,125316,342,11303,84,19,3,4,146980,671056,No,High School,Married,Rejected
43,130930,456,340623,36,23,4,0,138499,410382,No,Graduate,Married,Rejected
63,24852,829,118955,36,16,1,5,116761,926022,No,Postgraduate,Married,Rejected
22,135283,519,66657,72,20,5,1,67178,977604,No,High School,Married,Rejected
22,28627,489,129324,84,1,1,2,215252,525812,No,Graduate,Married,Rejected
58,78817,561,308886,12,10,5,5,156031,661473,No,Graduate,Single,Rejected
49,49048,443,304553,36,2,5,5,4606,397662,No,High School,Single,Rejected
23,120286,784,403996,84,14,1,1,244244,47215,No,Graduate,Married,Rejected
59,112550,577,346974,72,21,2,2,49833,730838,No,High School,Married,Rejected
27,133120,606,108944,36,28,5,4,82428,263843,Yes,Graduate,Single,Rejected
56,96596,849,11183,84,10,1,0,233775,253629,Yes,Graduate,Married,Approved
49,130705,455,78469,84,1,5,1,173816,377694,No,Graduate,Married,Rejected
57,146697,599,64417,84,7,2,2,284248,99091,Yes,Graduate,Single,Approved
56,78117,646,480626,36,14,1,3,56379,369811,No,Graduate,Married,Rejected
43,144806,722,418589,48,3,5,4,197711,330349,No,Graduate,Single,Rejected
65,128715,725,188692,12,25,3,4,12205,684422,No,Graduate,Married,Rejected
36,28209,341,186272,60,22,4,0,117153,801821,No,Postgraduate,Single,Rejected
51,73482,615,152654,24,4,2,0,8111,283914,No,Graduate,Married,Rejected
54,58197,376,111866,72,22,0,0,44105,15204,No,Graduate,Single,Rejected
21,97694,395,345058,12,29,2,0,184093,490607,No,Postgraduate,Married,Rejected
38,38076,562,79126,48,6,4,3,176056,829888,Yes,Postgraduate,Married,Rejected
60,137458,504,480595,72,25,2,4,104488,37477,No,Graduate,Married,Rejected
63,89912,587,384436,60,1,5,3,288044,725738,No,Graduate,Single,Rejected
35,139614,562,167016,60,10,5,0,211744,255465,No,Graduate,Married,Rejected
37,105187,614,224924,72,21,2,1,132187,248303,No,High School,Single,Rejected
64,78482,668,494560,24,11,4,2,280712,703392,No,High School,Married,Rejected
30,109484,551,290991,84,7,1,1,88734,908335,No,High School,Single,Rejected
40,38079,632,475190,60,13,5,4,154065,759187,Yes,Graduate,Married,Rejected
26,33978,725,59613,12,7,5,4,252541,820327,No,Postgraduate,Married,Rejected
28,70738,594,107972,60,8,4,3,284929,842122,Yes,Postgraduate,Married,Rejected
65,32705,584,268437,72,4,3,2,13778,118389,No,Postgraduate,Single,Rejected
54,46907,616,343631,48,12,1,0,223757,621377,No,High School,Married,Rejected
52,73832,811,81119,60,9,5,0,12266,862787,Yes,Graduate,Single,Rejected
62,107367,328,395978,48,2,2,1,9292,209509,No,High School,Married,Rejected
24,74612,593,350262,60,10,5,2,114707,434037,No,Graduate,Single,Rejected
64,129165,306,95581,24,4,5,3,174760,993045,No,Graduate,Married,Rejected
59,93501,841,59159,12,21,5,0,53940,89912,No,High School,Single,Approved
40,136956,514,288462,48,24,4,4,139745,991019,No,Graduate,Married,Rejected
44,30248,514,28313,60,24,3,0,110694,633204,No,Graduate,Married,Rejected
44,66988,463,441140,36,3,3,2,58613,93663,No,Graduate,Single,Rejected
46,109169,469,477058,36,25,0,5,65685,457237,No,Graduate,Single,Rejected
45,115039,520,479134,84,4,3,4,242888,224004,No,Graduate,Single,Rejected
56,27461,559,294305,12,7,0,3,204381,147012,No,High School,Single,Rejected
27,46998,560,384109,84,29,3,0,217242,801691,Yes,Graduate,Married,Rejected
30,32821,771,326217,72,8,4,4,223981,926009,No,High School,Married,Rejected
32,39870,554,44041,48,14,2,3,135786,957998,No,High School,Married,Rejected
21,33410,577,243741,84,0,1,2,266575,359172,No,Graduate,Single,Rejected
45,107721,323,32250,24,18,3,5,298637,893780,No,Postgraduate,Single,Rejected
36,39133,732,275501,72,11,3,3,275382,74670,No,High School,Single,Rejected
25,109705,777,340096,24,12,0,3,221716,261506,No,Graduate,Married,Rejected
39,43359,793,48689,12,3,2,4,258307,517067,No,High School,Married,Approved
24,81385,681,301603,24,15,4,0,28427,254906,No,Postgraduate,Single,Rejected
26,47400,673,321688,60,24,4,4,148264,317152,No,Graduate,Married,Rejected
46,54173,622,312442,72,11,2,1,21324,601362,No,Graduate,Single,Rejected
59,144766,388,204023,12,14,4,4,9909,559847,No,Postgraduate,Married,Rejected
59,31179,391,463705,72,0,1,4,50513,286470,Yes,Graduate,Married,Rejected
29,121879,676,421442,48,13,5,0,218841,452491,No,Postgraduate,Married,Rejected
65,81886,380,407034,24,26,4,5,209212,867821,No,High School,Married,Rejected
34,55495,399,7305,60,29,1,2,84328,230538,No,Graduate,Single,Rejected
29,26487,422,324330,84,25,3,1,38849,562766,No,High School,Single,Rejected
35,34760,695,224342,72,14,4,0,146486,702564,No,Graduate,Married,Rejected
57,147600,322,104435,72,7,5,5,149365,18325,Yes,Graduate,Married,Rejected
40,111975,818,451323,84,28,4,0,35422,849566,No,High School,Single,Rejected
28,112465,576,265351,24,1,1,3,282627,972290,No,Graduate,Married,Rejected
52,91827,394,104948,12,15,3,1,128795,886596,No,Graduate,Single,Rejected
41,113008,681,466046,12,27,5,3,191893,595104,No,Postgraduate,Married,Rejected
61,49403,676,348265,24,16,3,3,15386,650701,No,High School,Married,Rejected
39,88037,324,492601,72,25,0,0,166598,886730,No,Graduate,Married,Rejected
49,135625,590,59414,12,10,3,2,235083,545683,No,Postgraduate,Single,Approved
51,128576,526,466969,36,22,5,0,136294,31210,No,Graduate,Married,Rejected
26,21755,472,108500,72,29,2,4,249877,224798,No,Graduate,Single,Rejected
24,148500,752,72621,12,19,0,2,243356,836943,Yes,High School,Married,Approved
63,56158,587,279823,84,27,5,1,132754,680008,No,Postgraduate,Married,Rejected
49,91352,368,411095,48,30,3,2,193116,294834,No,High School,Married,Rejected
62,103136,580,405019,24,1,5,1,41823,563268,No,Graduate,Married,Rejected
23,52616,641,362819,72,19,1,3,67120,159825,No,Postgraduate,Married,Rejected
21,135891,632,491169,36,28,5,0,232326,249811,No,Graduate,Married,Rejected
64,87426,685,227114,24,9,2,0,186893,649080,No,High School,Married,Rejected
35,96759,641,402432,72,17,0,4,143237,41179,Yes,Graduate,Single,Rejected
41,132133,616,382168,12,29,4,0,278927,401490,No,Postgraduate,Married,Rejected
51,44966,606,365089,36,26,5,2,185575,586636,No,Graduate,Single,Rejected
27,27688,472,146995,24,30,1,4,280676,321105,No,High School,Single,Rejected
37,124804,843,392206,12,3,2,0,232613,436177,No,High School,Married,Rejected
39,59484,499,55411,72,26,1,4,111380,316300,No,High School,Married,Rejected
59,79855,374,325546,12,27,5,0,121523,734346,No,Graduate,Married,Rejected
23,47553,516,323475,72,17,0,0,276677,234116,No,Postgraduate,Married,Rejected
50,89282,831,286976,24,30,2,5,143388,482019,Yes,Postgraduate,Single,Rejected
55,77442,748,316022,72,11,0,3,247302,765951,Yes,High School,Single,Rejected
49,38579,306,105720,24,30,0,5,244758,768459,No,High School,Married,Rejected
34,139353,692,158387,24,6,3,0,109762,962900,No,High School,Married,Rejected
55,33014,685,331696,36,18,1,0,146769,601028,Yes,Graduate,Married,Rejected
48,68443,800,111549,36,6,3,2,102766,694752,Yes,Graduate,Single,Rejected
50,61961,446,292872,48,1,3,1,130330,420585,No,Graduate,Married,Rejected
46,76501,615,9376,36,13,1,2,284803,379776,No,Graduate,Single,Approved
27,78914,753,84183,12,3,2,4,99184,806986,Yes,Graduate,Married,Rejected
59,139086,486,246912,36,10,1,4,29156,437225,No,Graduate,Married,Rejected
51,56397,624,307076,24,22,4,0,49932,190626,No,Graduate,Married,Rejected
25,93302,617,331521,24,13,2,0,48720,856196,No,Graduate,Married,Rejected
55,91683,693,88726,36,27,3,3,85558,489688,No,Graduate,Married,Approved
34,133417,678,480722,12,5,0,0,182307,528318,Yes,High School,Single,Rejected
56,132746,773,42220,48,2,0,2,69456,301514,No,High School,Single,Approved
47,67178,317,71022,24,28,3,2,109446,816213,No,High School,Single,Rejected
44,21063,448,225546,60,23,2,2,86583,460165,Yes,High School,Single,Rejected
60,94366,311,334388,48,26,5,2,235641,582119,No,Graduate,Married,Rejected
49,129238,761,362751,72,24,4,1,1838,200704,No,Graduate,Single,Rejected
65,29334,459,18356,60,30,2,5,78349,364973,No,High School,Married,Rejected
42,95848,565,444730,60,15,1,2,10518,185782,No,Postgraduate,Single,Rejected
28,45127,846,266801,60,19,4,2,172299,791637,No,Postgraduate,Single,Rejected
35,56043,379,41774,24,15,1,4,153621,404764,Yes,Graduate,Single,Rejected
25,86512,817,419227,24,24,2,5,149694,803586,No,Postgraduate,Single,Rejected
24,130687,367,257660,84,28,3,5,83182,875526,No,Graduate,Married,Rejected
31,146230,543,24414,60,2,3,4,291290,678236,Yes,High School,Single,Rejected
38,129710,308,42070,60,15,1,4,88513,310661,No,High School,Married,Rejected
62,97275,456,119577,48,29,4,5,135091,650921,No,High School,Married,Rejected
50,145811,763,167931,24,17,1,5,160043,679485,No,High School,Married,Approved
35,24069,599,396846,60,7,4,0,171800,956681,No,High School,Married,Rejected
26,148167,619,129770,12,9,0,4,267151,912030,No,Postgraduate,Single,Approved
36,146865,548,451748,72,21,2,0,63714,312389,Yes,Graduate,Single,Rejected
60,35604,622,424603,24,23,3,4,56239,453510,No,Postgraduate,Single,Rejected
29,34612,761,284465,24,2,3,2,119686,941125,No,Graduate,Married,Rejected
63,69102,697,260822,72,28,5,4,168550,735378,No,Graduate,Single,Rejected
54,59170,692,338919,72,13,4,3,288266,849434,Yes,Graduate,Married,Rejected
47,65101,527,168339,72,14,5,0,281643,408769,No,Graduate,Single,Rejected
33,85881,543,236407,12,23,0,2,121132,528754,No,High School,Married,Rejected
56,57710,356,417471,72,26,3,5,254053,365744,No,Graduate,Single,Rejected
47,104862,442,292602,84,29,5,2,222609,39341,No,Graduate,Married,Rejected
29,142092,491,371347,60,25,5,2,210380,136661,Yes,Postgraduate,Single,Rejected
25,135764,818,277344,36,25,1,5,294228,210598,No,Graduate,Single,Approved
42,29363,703,270780,24,1,1,4,120085,19363,No,Graduate,Single,Rejected
51,23770,574,59881,72,30,5,0,144376,834431,No,High School,Married,Rejected
23,140340,338,474501,60,15,3,2,185185,749875,No,Postgraduate,Married,Rejected
50,64121,492,69775,72,26,4,2,114350,787513,No,Graduate,Married,Rejected
41,93960,626,435905,12,12,2,4,273538,249696,No,Graduate,Single,Rejected
55,31990,782,74399,12,28,0,5,169266,463998,No,Graduate,Married,Rejected
26,93584,324,314100,24,22,5,2,272594,136092,No,High School,Married,Rejected
48,114258,401,373700,12,28,5,5,252825,338952,No,Graduate,Married,Rejected
52,147640,516,174088,12,14,5,2,117968,906792,No,Postgraduate,Single,Rejected
62,130403,566,424928,60,13,2,5,207897,497494,No,High School,Married,Rejected
57,64659,461,465769,72,30,0,1,238304,114713,No,Graduate,Single,Rejected
45,52137,586,163797,12,17,3,4,285367,597694,No,Graduate,Single,Rejected
52,35573,546,418411,36,15,5,1,4409,754843,No,High School,Married,Rejected
55,36834,473,250829,60,11,4,5,51898,883783,No,Graduate,Single,Rejected
42,29554,695,75316,60,13,1,1,45363,358474,No,Graduate,Single,Rejected
44,118654,308,355600,24,26,5,4,30419,764277,No,Graduate,Married,Rejected
59,112808,747,310775,60,14,5,2,29009,10910,No,Graduate,Married,Rejected
50,127804,620,348424,24,1,1,2,23721,381425,No,High School,Married,Rejected
52,122308,424,209232,12,4,1,0,167501,490616,No,Postgraduate,Married,Rejected
51,96653,340,305183,48,26,5,0,255997,348876,No,Graduate,Married,Rejected
43,106598,636,293315,36,29,4,5,127514,31018,No,Graduate,Single,Rejected
60,102164,625,252014,72,12,5,4,45086,959119,No,High School,Single,Rejected
53,73797,485,417113,36,24,2,3,270099,248522,No,High School,Married,Rejected
45,33015,540,391045,12,17,3,1,131369,966121,No,Graduate,Married,Rejected
56,24734,638,189751,84,30,4,5,2874,317925,No,High School,Single,Rejected
44,131175,393,190254,48,12,5,4,92812,774959,No,Graduate,Single,Rejected
51,79617,715,42137,60,8,3,2,157572,701856,No,Graduate,Single,Approved
59,100698,362,92387,48,28,3,1,46724,303858,No,High School,Married,Rejected
33,69592,819,329915,60,23,2,0,271937,226548,No,High School,Married,Rejected
30,130041,508,340105,60,9,1,1,83092,89570,No,Graduate,Married,Rejected
43,95195,508,321772,60,19,0,0,175258,771473,Yes,Graduate,Single,Rejected
38,140603,675,349296,48,4,4,4,115314,712350,No,Graduate,Married,Rejected
52,102331,384,464939,12,28,4,0,125754,874739,Yes,Graduate,Single,Rejected
53,53581,506,403639,60,5,4,4,102304,63134,No,Graduate,Married,Rejected
56,48917,646,108284,72,8,3,4,291212,715759,Yes,Postgraduate,Single,Rejected
48,139366,460,77535,12,25,2,2,16211,668042,No,Graduate,Married,Rejected
36,103650,749,75434,60,28,4,3,208913,322149,Yes,Postgraduate,Married,Approved
36,26643,415,403021,12,21,3,5,165067,639686,No,Graduate,Single,Rejected
38,33269,661,55000,84,21,5,3,14695,686877,No,High School,Married,Rejected
28,38358,550,391653,84,10,2,5,160421,797797,No,High School,Single,Rejected
62,118853,482,186874,72,14,0,3,12436,903422,No,Postgraduate,Married,Rejected
36,132756,627,34767,84,5,2,4,286172,476178,No,Graduate,Married,Rejected
31,118029,306,471857,72,25,1,5,155486,316240,Yes,High School,Single,Rejected
26,148363,819,324433,12,16,0,5,143299,362521,No,High School,Married,Rejected
21,103857,686,326359,12,0,5,4,217456,323091,No,Graduate,Single,Rejected
32,20203,669,141997,24,30,0,5,296842,187522,Yes,Postgraduate,Married,Rejected
58,147326,847,429089,72,8,5,2,75146,639722,No,Graduate,Married,Rejected
48,81758,378,250022,72,25,0,5,34898,530888,No,High School,Married,Rejected
65,101254,520,81029,48,29,3,2,280636,204577,No,Graduate,Single,Rejected
37,121892,711,38459,60,17,5,0,144150,861025,No,Graduate,Single,Approved
21,76235,778,117059,84,20,0,0,200192,883154,Yes,Graduate,Married,Approved
52,55304,396,496527,60,24,3,4,29679,377829,No,Postgraduate,Married,Rejected
28,42172,692,249924,24,5,1,3,128465,34357,No,Graduate,Married,Rejected
60,93834,767,170922,12,24,0,1,108573,411130,No,Postgraduate,Married,Rejected
63,105731,670,452265,12,13,4,2,240740,127031,No,Graduate,Married,Rejected
44,121005,692,194577,60,29,3,1,36754,662462,No,Postgraduate,Married,Rejected
30,64857,317,6703,84,1,3,5,30172,862723,No,High School,Married,Rejected
59,30411,483,10227,36,9,2,1,178077,147842,No,High School,Married,Rejected
59,27825,442,311483,60,26,5,4,247278,237785,No,Graduate,Married,Rejected
30,116774,762,144403,60,0,0,0,266649,457857,No,Graduate,Married,Approved
56,58742,806,57584,24,29,0,3,130622,576243,No,High School,Single,Approved
45,138624,633,375842,12,17,2,1,82593,799151,No,High School,Married,Rejected
30,89626,361,464410,48,1,5,2,191437,972724,Yes,Graduate,Single,Rejected
39,78301,462,492736,84,20,5,2,215463,742869,No,Graduate,Single,Rejected
65,43340,478,264289,84,0,3,2,6417,329221,Yes,Graduate,Single,Rejected
35,47151,534,271805,60,14,3,5,192163,218600,No,High School,Married,Rejected
36,63327,359,428438,84,10,2,1,179925,557983,No,Postgraduate,Single,Rejected
22,29252,527,346214,84,1,1,5,9032,701605,No,Graduate,Married,Rejected
49,55314,538,368885,84,14,3,0,286698,802948,Yes,Graduate,Married,Rejected
24,89272,383,68396,60,20,0,3,71362,488273,No,Graduate,Married,Rejected
49,67368,340,319044,48,13,1,1,125831,105714,No,Graduate,Single,Rejected
51,81110,737,161049,24,4,4,0,50746,720741,No,High School,Married,Rejected
37,148667,828,365235,36,22,2,3,8867,245171,No,Graduate,Married,Rejected
30,21672,404,340194,24,3,3,3,35877,308002,No,High School,Single,Rejected
47,149931,836,240903,60,29,3,5,201148,184294,Yes,Graduate,Single,Approved
61,85937,681,5851,24,21,2,3,125798,932971,No,Graduate,Single,Approved
35,35322,392,106012,72,21,5,5,195668,630886,No,Graduate,Married,Rejected
64,110713,514,139940,48,8,5,3,65838,125877,No,High School,Single,Rejected
51,31191,516,147442,24,12,3,3,187457,124467,Yes,Graduate,Married,Rejected
41,57081,788,128662,60,2,3,5,186588,208979,Yes,Graduate,Single,Rejected
61,34665,450,110813,48,24,5,0,257434,505487,No,Postgraduate,Single,Rejected
65,81625,673,341214,48,10,5,3,268268,704525,No,Postgraduate,Married,Rejected
46,129948,748,282827,60,13,0,1,239386,605670,Yes,Graduate,Married,Rejected
58,75504,721,72322,60,28,0,0,263712,822886,No,Graduate,Married,Approved
56,64594,506,345543,60,8,3,3,217477,322937,No,Postgraduate,Single,Rejected
37,77631,776,243349,36,28,3,0,74615,961367,No,Graduate,Single,Rejected
23,69239,525,270892,60,12,3,0,252307,202503,Yes,Graduate,Married,Rejected
34,76298,686,372094,24,28,5,2,174849,233002,No,Graduate,Married,Rejected
33,134607,405,93629,72,29,3,0,272929,778875,No,Postgraduate,Single,Rejected
61,124583,375,497858,12,1,1,2,81869,572137,Yes,Postgraduate,Married,Rejected
47,136893,815,126471,36,29,0,4,42243,131029,No,Postgraduate,Married,Approved
21,117049,486,436290,36,17,3,2,158561,682098,No,High School,Married,Rejected
37,22967,831,107100,12,6,3,4,104211,40738,No,Graduate,Single,Rejected
54,57018,574,57022,84,23,0,4,167290,552901,No,Postgraduate,Married,Rejected
34,72686,838,166194,24,2,5,4,33627,988481,No,Graduate,Single,Rejected
37,44795,317,218683,36,6,5,2,289961,13888,No,Graduate,Married,Rejected
23,78826,584,41646,36,6,4,0,149163,60785,No,Postgraduate,Single,Rejected
54,88774,601,139988,60,22,3,3,208656,718670,No,Postgraduate,Married,Rejected
60,28513,798,431642,72,1,2,5,161011,926833,No,High School,Married,Rejected
45,88274,556,324671,84,7,1,4,181180,956923,No,Graduate,Married,Rejected
22,90472,518,265569,48,10,5,3,268294,234375,Yes,Graduate,Married,Rejected
54,148561,656,231979,36,15,4,0,139141,22635,No,Postgraduate,Single,Rejected
46,54604,555,157875,72,25,4,4,34202,773942,Yes,Graduate,Single,Rejected
51,137247,573,436917,84,7,0,4,28171,65953,Yes,Graduate,Married,Rejected
29,116342,633,392168,24,13,5,4,119970,374071,No,Graduate,Married,Rejected
50,87104,667,219695,84,4,1,4,204953,704075,No,Graduate,Married,Rejected
40,128818,314,451799,48,22,2,2,108587,428057,No,Graduate,Married,Rejected
41,116396,478,344124,12,6,1,2,86493,769327,No,Graduate,Married,Rejected
49,85229,744,223552,84,9,4,1,174753,921917,No,Postgraduate,Married,Rejected
45,66815,702,38170,84,19,4,3,18999,151697,No,Graduate,Single,Approved
58,24720,387,324460,36,29,1,3,55599,844039,No,Graduate,Single,Rejected
64,60725,393,348501,24,20,0,1,20128,331058,Yes,High School,Single,Rejected
45,63923,694,78963,72,27,0,2,191351,420088,No,Graduate,Single,Approved
29,94080,327,300517,12,28,4,1,241547,103398,No,Graduate,Married,Rejected
59,111140,374,226406,60,5,2,4,158614,761962,No,Graduate,Single,Rejected
64,59293,353,165659,60,5,4,2,140469,166885,Yes,Graduate,Married,Rejected
46,101619,620,320306,48,9,1,4,113588,632679,Yes,High School,Married,Rejected
57,93471,533,431606,12,8,3,1,296764,507254,Yes,Postgraduate,Married,Rejected
36,50029,529,458894,48,2,3,3,19367,943999,Yes,Postgraduate,Married,Rejected
57,81914,631,449201,12,4,2,0,226151,536072,No,High School,Married,Rejected
32,46585,771,97221,72,16,2,5,103948,596774,Yes,Graduate,Married,Rejected
44,78271,616,63596,12,0,2,0,63998,243295,No,Postgraduate,Married,Rejected
46,77373,400,29814,84,9,0,5,241050,189513,No,High School,Married,Rejected
40,43898,547,469597,60,4,4,4,5811,310691,No,Graduate,Single,Rejected
29,43449,779,10708,48,30,1,5,293636,233586,Yes,Graduate,Married,Approved
43,26737,520,290229,60,0,4,0,106923,450161,No,Graduate,Married,Rejected
59,55308,638,421499,12,26,1,4,169299,774514,No,Graduate,Married,Rejected
49,85494,447,80301,60,27,3,1,165148,801687,No,Graduate,Married,Rejected
51,105739,595,361958,48,22,4,2,169114,250413,Yes,Graduate,Single,Rejected
39,143374,706,318728,48,9,1,3,108938,582407,No,Graduate,Married,Rejected
40,77175,777,190262,24,23,1,4,69455,501080,No,Graduate,Single,Rejected
43,49059,323,44274,60,13,3,2,77776,960089,No,Postgraduate,Married,Rejected
63,45448,485,292884,24,25,5,2,288096,120395,No,Postgraduate,Single,Rejected
47,102754,469,345539,12,15,4,4,81147,554492,No,Graduate,Married,Rejected
50,39708,843,407384,72,30,4,3,78629,594466,Yes,Postgraduate,Married,Rejected
41,102549,737,177991,60,17,0,3,127751,429933,No,High School,Married,Rejected
64,22986,600,289099,36,18,4,2,213439,926379,Yes,High School,Single,Rejected
55,142909,663,69566,24,13,3,0,23167,388528,No,Graduate,Married,Approved
27,133262,476,311282,48,9,1,2,274723,721431,No,Postgraduate,Married,Rejected
42,142767,443,171174,24,7,3,1,240126,885688,Yes,Graduate,Married,Rejected
30,109853,822,361342,60,15,3,5,142734,119951,No,Postgraduate,Single,Rejected
43,72934,780,352488,24,10,3,5,157126,486568,No,Graduate,Married,Rejected
